1	u7u75sl0	1	28.078125
1	4dtk1kyh	2	27.625
1	105q161g	3	27.53125
1	zrycqlvs	4	27.375
1	uv4gbhbb	5	27.359375
1	2sjsxf96	6	27.34375
1	ptizke03	7	27.34375
1	dx3jywv7	8	27.25
1	sr0umk33	9	27.203125
1	sh7lrdou	10	27.046875
1	xuczplaf	11	27.046875
1	utsr0zv7	12	27.03125
1	1mjaycee	13	27.03125
1	958u08vb	14	26.984375
1	u2n65e3w	15	26.953125
1	dv9m19yk	16	26.953125
1	sqrn6kjy	17	26.890625
1	thg4fqi2	18	26.875
1	deee71uw	19	26.875
1	0wm6u10a	20	26.84375
1	431buxxr	21	26.828125
1	g592dfyz	22	26.796875
1	m0vqst1q	23	26.71875
1	ec8lpgl3	24	26.71875
1	v99vlnox	25	26.703125
1	cjrji0ev	26	26.703125
1	nvofyg16	27	26.703125
1	iwkrbrli	28	26.6875
1	sjtu4kn5	29	26.6875
1	h3ovjqcn	30	26.6875
1	lhwkthzx	31	26.65625
1	dqxfcwyu	32	26.640625
1	q2gwajdj	33	26.625
1	iohvj16d	34	26.609375
1	ja2s5cxy	35	26.59375
1	bzvdkxu9	36	26.578125
1	i3xfyapo	37	26.578125
1	od97az43	38	26.5625
1	34ytd87a	39	26.546875
1	v9ftmdlv	40	26.53125
1	k1tuda5o	41	26.515625
1	te1bf690	42	26.5
1	spnykv96	43	26.484375
1	c5x8pz5d	44	26.46875
1	3zy5dgxz	45	26.46875
1	rtw8m00s	46	26.453125
1	nk7w2ola	47	26.453125
1	yrylqim6	48	26.4375
1	dc30gkfe	49	26.421875
1	jxbk30gh	50	26.421875
1	ljcr0xtm	51	26.421875
1	m4y8tf6u	52	26.390625
1	iqbc09sz	53	26.390625
1	fs5rx07q	54	26.390625
1	0oiq44gl	55	26.390625
1	dtv7to3l	56	26.375
1	jbtrdvhe	57	26.375
1	y3uzb4dx	58	26.359375
1	zdv0ilti	59	26.34375
1	otal8v81	60	26.34375
1	3fiz0tqy	61	26.34375
1	rr7r7ef0	62	26.34375
1	vrqe7kxm	63	26.34375
1	5ylq8jps	64	26.3125
1	jg20ouix	65	26.28125
1	e56ry1x4	66	26.265625
1	thvwtf9j	67	26.25
1	96zsd27n	68	26.25
1	kbjn7ke8	69	26.25
1	jwmrgy5d	70	26.234375
1	69ldtdik	71	26.234375
1	vwnl63pm	72	26.234375
1	mmy45mhm	73	26.234375
1	0paafp5j	74	26.21875
1	w7ej6jfg	75	26.203125
1	up929iw0	76	26.1875
1	s9yxh8ut	77	26.1875
1	ktppk6wh	78	26.1875
1	l0sbncnp	79	26.1875
1	8kqhvxlz	80	26.171875
1	oi0zsdtd	81	26.171875
1	dio3qyop	82	26.171875
1	nd5xpk0t	83	26.15625
1	edc509xr	84	26.140625
1	9i024s08	85	26.125
1	4p1ah2h3	86	26.125
1	2a84u4tm	87	26.125
1	r2ynbnxx	88	26.125
1	99s7lzdh	89	26.109375
1	9gi2yoqn	90	26.078125
1	vx7ebtbp	91	26.078125
1	oip5m9br	92	26.078125
1	qmp2tqtb	93	26.0625
1	nzbopcxg	94	26.0625
1	x3sb1o4u	95	26.046875
1	5d7zien3	96	26.046875
